"Distance [mm]","Bz []"
54.1460672,0.400852191295988
54.2018304,0.387134527060482
54.2575936,0.372767807826237
54.3133568,0.357831577877567
54.36912,0.342573270618368
54.4248832,0.327325406759901
54.4806464,0.312156086150813
54.5364096,0.2970653977405
54.5921728,0.282053430601091
54.647936,0.26710556786505
54.7036992,0.252150085264531
54.7594624,0.237248543110386
54.8152256,0.222411639756346
54.8709888,0.207639420472317
54.926752,0.192931929792069
54.9825152,0.178289211513031
55.0382784,0.164666718357783
55.0940416,0.151067109276544
55.1498048,0.137366450978314
55.205568,0.123811970782678
55.2613312,0.111107026575013
55.3170944,0.0984269486356669
55.3728576,0.0857716980541339
55.4286208,0.0731412357738658
55.484384,0.0605355225930648
55.5401472,0.0479545191654802
55.5959104,0.035878163527806
55.6516736,0.0239752882320384
55.7074368,0.0120954115013076
55.7632,0.000253959175279833
